node_id,energy,dist_to_sink_node,reputation,anomaly_count,suspicious_count,neighbour_count
0,129.5770128567345,92.19544457292888,1.0,1,0,4
1,101.12749482468517,75.0,1.0,1,0,7
2,133.6566599760287,6.4031242374328485,1.0,1,0,7
3,114.99431672094661,64.03124237432849,1.0,1,0,9
4,104.94430187378059,39.05124837953327,1.0,1,0,11
5,148.58762003966172,71.7007670809734,1.0,1,0,8
6,133.34066476889384,22.360679774997898,1.0,1,0,11
7,104.70466870685526,60.0,1.0,1,0,7
8,149.75463788073176,41.23105625617661,1.0,1,0,6
9,103.89264470008868,42.941821107167776,1.0,1,0,11
10,114.566559641934,60.41522986797286,1.0,1,0,9
11,115.76253857732283,47.43416490252569,1.0,1,0,6
12,142.44614736826722,65.62011886609167,1.0,1,0,3
13,144.09941954354943,44.553338819890925,1.0,1,0,10
14,145.69474060570357,15.811388300841896,1.0,1,0,7
15,102.51138052202938,55.226805085936306,1.0,1,0,8
16,106.13210267214602,30.4138126514911,1.0,1,0,8
17,111.0801474963352,18.027756377319946,1.0,1,0,12
18,108.06059281790724,20.615528128088304,1.0,1,0,6
19,124.04076730884893,10.0,1.0,1,0,5
20,130.15317908663297,95.524865872714,1.0,1,0,4
21,103.30783314114271,80.77747210701756,1.0,1,0,5
22,147.99018614904705,69.6419413859206,1.0,1,0,6
23,118.46205270659351,18.027756377319946,1.0,1,0,5
24,138.8777877677656,86.02325267042627,1.0,1,0,6
25,147.16331658629463,35.0,1.0,1,0,6
26,128.23292063463978,70.178344238091,1.0,1,0,4
27,115.43433593167035,35.90264614203248,1.0,1,0,10
28,148.12679131102823,54.62600113499065,1.0,1,0,8
29,146.46107177433112,58.855755878248644,1.0,1,0,5
0,119.57701285673451,92.19544457292888,1.0,1,0,4
1,101.12749482468517,75.0,1.0,1,0,7
2,133.6566599760287,6.4031242374328485,1.0,1,0,7
3,114.99431672094661,64.03124237432849,1.0,1,0,9
4,104.94430187378059,39.05124837953327,1.0,1,0,11
5,148.58762003966172,71.7007670809734,1.0,1,0,8
6,133.34066476889384,22.360679774997898,1.0,1,0,11
7,104.70466870685526,60.0,1.0,1,0,7
8,149.75463788073176,41.23105625617661,1.0,1,0,6
9,103.89264470008868,42.941821107167776,1.0,1,0,11
10,114.566559641934,60.41522986797286,1.0,1,0,9
11,115.76253857732283,47.43416490252569,1.0,1,0,6
12,142.44614736826722,65.62011886609167,1.0,1,0,3
13,144.09941954354943,44.553338819890925,1.0,1,0,10
14,145.69474060570357,15.811388300841896,1.0,1,0,7
15,102.51138052202938,55.226805085936306,1.0,1,0,8
16,106.13210267214602,30.4138126514911,1.0,1,0,8
17,111.0801474963352,18.027756377319946,1.0,1,0,12
18,108.06059281790724,20.615528128088304,1.0,1,0,6
19,124.04076730884893,10.0,1.0,1,0,5
20,130.15317908663297,95.524865872714,1.0,1,0,4
21,103.30783314114271,80.77747210701756,1.0,1,0,5
22,147.99018614904705,69.6419413859206,1.0,1,0,6
23,118.46205270659351,18.027756377319946,1.0,1,0,5
24,138.8777877677656,86.02325267042627,1.0,1,0,6
25,147.16331658629463,35.0,1.0,1,0,6
26,128.23292063463978,70.178344238091,1.0,1,0,4
27,115.43433593167035,35.90264614203248,1.0,1,0,10
28,148.12679131102823,54.62600113499065,1.0,1,0,8
29,146.46107177433112,58.855755878248644,1.0,1,0,5
0,119.57701285673451,92.19544457292888,1.0,1,0,4
1,101.12749482468517,75.0,1.0,1,0,7
2,133.6566599760287,6.4031242374328485,1.0,1,0,7
3,114.99431672094661,64.03124237432849,1.0,1,0,9
4,104.94430187378059,39.05124837953327,1.0,1,0,11
5,128.58762003966172,71.7007670809734,1.0,1,0,8
6,133.34066476889384,22.360679774997898,1.0,1,0,11
7,104.70466870685526,60.0,1.0,1,0,7
8,149.75463788073176,41.23105625617661,1.0,1,0,6
9,103.89264470008868,42.941821107167776,1.0,1,0,11
10,114.566559641934,60.41522986797286,1.0,1,0,9
11,115.76253857732283,47.43416490252569,1.0,1,0,6
12,142.44614736826722,65.62011886609167,1.0,1,0,3
13,144.09941954354943,44.553338819890925,0.5,2,1,10
14,145.69474060570357,15.811388300841896,1.0,1,0,7
15,102.51138052202938,55.226805085936306,1.0,1,0,8
16,106.13210267214602,30.4138126514911,1.0,1,0,8
17,111.0801474963352,18.027756377319946,1.0,1,0,12
18,108.06059281790724,20.615528128088304,1.0,1,0,6
19,124.04076730884893,10.0,1.0,1,0,5
20,130.15317908663297,95.524865872714,1.0,1,0,4
21,103.30783314114271,80.77747210701756,1.0,1,0,5
22,147.99018614904705,69.6419413859206,1.0,1,0,6
23,118.46205270659351,18.027756377319946,1.0,1,0,5
24,138.8777877677656,86.02325267042627,1.0,1,0,6
25,147.16331658629463,35.0,1.0,1,0,6
26,128.23292063463978,70.178344238091,1.0,1,0,4
27,115.43433593167035,35.90264614203248,1.0,1,0,10
28,148.12679131102823,54.62600113499065,1.0,1,0,8
29,146.46107177433112,58.855755878248644,1.0,1,0,5
0,119.57701285673451,92.19544457292888,1.0,1,0,4
1,91.12749482468517,75.0,1.0,1,0,7
2,133.6566599760287,6.4031242374328485,1.0,1,0,7
3,114.99431672094661,64.03124237432849,1.0,1,0,9
4,104.94430187378059,39.05124837953327,1.0,1,0,11
5,128.58762003966172,71.7007670809734,1.0,1,0,8
6,133.34066476889384,22.360679774997898,1.0,1,0,11
7,104.70466870685526,60.0,1.0,1,0,7
8,149.75463788073176,41.23105625617661,1.0,1,0,6
9,103.89264470008868,42.941821107167776,1.0,1,0,11
10,114.566559641934,60.41522986797286,1.0,1,0,9
11,115.76253857732283,47.43416490252569,1.0,1,0,6
12,142.44614736826722,65.62011886609167,1.0,1,0,3
13,144.09941954354943,44.553338819890925,0.5,2,1,10
14,145.69474060570357,15.811388300841896,1.0,1,0,7
15,102.51138052202938,55.226805085936306,1.0,1,0,8
16,106.13210267214602,30.4138126514911,1.0,1,0,8
17,111.0801474963352,18.027756377319946,1.0,1,0,12
18,108.06059281790724,20.615528128088304,1.0,1,0,6
19,124.04076730884893,10.0,1.0,1,0,5
20,130.15317908663297,95.524865872714,1.0,1,0,4
21,103.30783314114271,80.77747210701756,1.0,1,0,5
22,147.99018614904705,69.6419413859206,1.0,1,0,6
23,118.46205270659351,18.027756377319946,1.0,1,0,5
24,138.8777877677656,86.02325267042627,1.0,1,0,6
25,147.16331658629463,35.0,1.0,1,0,6
26,128.23292063463978,70.178344238091,1.0,1,0,4
27,115.43433593167035,35.90264614203248,1.0,1,0,10
28,148.12679131102823,54.62600113499065,1.0,1,0,8
29,146.46107177433112,58.855755878248644,1.0,1,0,5
0,119.57701285673451,92.19544457292888,1.0,1,0,4
1,91.12749482468517,75.0,1.0,1,0,7
2,133.6566599760287,6.4031242374328485,1.0,1,0,7
3,114.99431672094661,64.03124237432849,1.0,1,0,9
4,104.94430187378059,39.05124837953327,1.0,1,0,11
5,128.58762003966172,71.7007670809734,1.0,1,0,8
6,133.34066476889384,22.360679774997898,1.0,1,0,11
7,104.70466870685526,60.0,1.0,1,0,7
8,149.75463788073176,41.23105625617661,1.0,1,0,6
9,103.89264470008868,42.941821107167776,1.0,1,0,11
10,94.566559641934,60.41522986797286,1.0,1,0,9
11,115.76253857732283,47.43416490252569,1.0,1,0,6
12,142.44614736826722,65.62011886609167,1.0,1,0,3
13,144.09941954354943,44.553338819890925,0.1111111111111111,3,2,10
14,145.69474060570357,15.811388300841896,1.0,1,0,7
15,102.51138052202938,55.226805085936306,1.0,1,0,8
16,106.13210267214602,30.4138126514911,1.0,1,0,8
17,111.0801474963352,18.027756377319946,1.0,1,0,12
18,108.06059281790724,20.615528128088304,1.0,1,0,6
19,124.04076730884893,10.0,1.0,1,0,5
20,130.15317908663297,95.524865872714,1.0,1,0,4
21,103.30783314114271,80.77747210701756,1.0,1,0,5
22,147.99018614904705,69.6419413859206,1.0,1,0,6
23,118.46205270659351,18.027756377319946,1.0,1,0,5
24,138.8777877677656,86.02325267042627,1.0,1,0,6
25,147.16331658629463,35.0,1.0,1,0,6
26,128.23292063463978,70.178344238091,1.0,1,0,4
27,115.43433593167035,35.90264614203248,1.0,1,0,10
28,148.12679131102823,54.62600113499065,1.0,1,0,8
29,146.46107177433112,58.855755878248644,1.0,1,0,5
0,119.57701285673451,92.19544457292888,1.0,1,0,4
1,91.12749482468517,75.0,1.0,1,0,7
2,133.6566599760287,6.4031242374328485,1.0,1,0,7
3,114.99431672094661,64.03124237432849,1.0,1,0,9
4,104.94430187378059,39.05124837953327,1.0,1,0,11
5,128.58762003966172,71.7007670809734,1.0,1,0,8
6,133.34066476889384,22.360679774997898,1.0,1,0,11
7,104.70466870685526,60.0,1.0,1,0,7
8,149.75463788073176,41.23105625617661,1.0,1,0,6
9,103.89264470008868,42.941821107167776,1.0,1,0,11
10,94.566559641934,60.41522986797286,1.0,1,0,9
11,105.76253857732283,47.43416490252569,1.0,1,0,6
12,142.44614736826722,65.62011886609167,1.0,1,0,3
13,144.09941954354943,44.553338819890925,0.1111111111111111,3,2,10
14,145.69474060570357,15.811388300841896,1.0,1,0,7
15,102.51138052202938,55.226805085936306,1.0,1,0,8
16,106.13210267214602,30.4138126514911,1.0,1,0,8
17,111.0801474963352,18.027756377319946,1.0,1,0,12
18,108.06059281790724,20.615528128088304,1.0,1,0,6
19,124.04076730884893,10.0,1.0,1,0,5
20,130.15317908663297,95.524865872714,1.0,1,0,4
21,103.30783314114271,80.77747210701756,1.0,1,0,5
22,147.99018614904705,69.6419413859206,1.0,1,0,6
23,118.46205270659351,18.027756377319946,1.0,1,0,5
24,138.8777877677656,86.02325267042627,1.0,1,0,6
25,147.16331658629463,35.0,1.0,1,0,6
26,128.23292063463978,70.178344238091,1.0,1,0,4
27,115.43433593167035,35.90264614203248,1.0,1,0,10
28,148.12679131102823,54.62600113499065,1.0,1,0,8
29,146.46107177433112,58.855755878248644,1.0,1,0,5
0,119.57701285673451,92.19544457292888,1.0,1,0,4
1,91.12749482468517,75.0,1.0,1,0,7
2,133.6566599760287,6.4031242374328485,1.0,1,0,7
3,114.99431672094661,64.03124237432849,1.0,1,0,9
4,104.94430187378059,39.05124837953327,1.0,1,0,11
5,128.58762003966172,71.7007670809734,1.0,1,0,8
6,133.34066476889384,22.360679774997898,1.0,1,0,11
7,104.70466870685526,60.0,1.0,1,0,7
8,149.75463788073176,41.23105625617661,1.0,1,0,6
9,103.89264470008868,42.941821107167776,1.0,1,0,11
10,94.566559641934,60.41522986797286,1.0,1,0,9
11,105.76253857732283,47.43416490252569,1.0,1,0,6
12,142.44614736826722,65.62011886609167,1.0,1,0,3
13,144.09941954354943,44.553338819890925,0.1111111111111111,3,2,10
14,135.69474060570357,15.811388300841896,1.0,1,0,7
15,102.51138052202938,55.226805085936306,1.0,1,0,8
16,106.13210267214602,30.4138126514911,1.0,1,0,8
17,111.0801474963352,18.027756377319946,1.0,1,0,12
18,108.06059281790724,20.615528128088304,1.0,1,0,6
19,124.04076730884893,10.0,1.0,1,0,5
20,130.15317908663297,95.524865872714,1.0,1,0,4
21,103.30783314114271,80.77747210701756,1.0,1,0,5
22,147.99018614904705,69.6419413859206,1.0,1,0,6
23,118.46205270659351,18.027756377319946,1.0,1,0,5
24,138.8777877677656,86.02325267042627,1.0,1,0,6
25,137.16331658629463,35.0,1.0,1,0,6
26,128.23292063463978,70.178344238091,1.0,1,0,4
27,115.43433593167035,35.90264614203248,1.0,1,0,10
28,148.12679131102823,54.62600113499065,1.0,1,0,8
29,146.46107177433112,58.855755878248644,1.0,1,0,5
0,109.57701285673451,92.19544457292888,1.0,1,0,4
1,91.12749482468517,75.0,1.0,1,0,7
2,133.6566599760287,6.4031242374328485,1.0,1,0,7
3,114.99431672094661,64.03124237432849,1.0,1,0,9
4,104.94430187378059,39.05124837953327,1.0,1,0,11
5,128.58762003966172,71.7007670809734,1.0,1,0,8
6,133.34066476889384,22.360679774997898,1.0,1,0,11
7,104.70466870685526,60.0,1.0,1,0,7
8,149.75463788073176,41.23105625617661,1.0,1,0,6
9,103.89264470008868,42.941821107167776,1.0,1,0,11
10,94.566559641934,60.41522986797286,1.0,1,0,9
11,105.76253857732283,47.43416490252569,1.0,1,0,6
12,142.44614736826722,65.62011886609167,1.0,1,0,3
13,144.09941954354943,44.553338819890925,0.1111111111111111,3,2,10
14,135.69474060570357,15.811388300841896,1.0,1,0,7
15,102.51138052202938,55.226805085936306,1.0,1,0,8
16,106.13210267214602,30.4138126514911,1.0,1,0,8
17,111.0801474963352,18.027756377319946,1.0,1,0,12
18,108.06059281790724,20.615528128088304,1.0,1,0,6
19,124.04076730884893,10.0,1.0,1,0,5
20,130.15317908663297,95.524865872714,1.0,1,0,4
21,103.30783314114271,80.77747210701756,1.0,1,0,5
22,147.99018614904705,69.6419413859206,1.0,1,0,6
23,118.46205270659351,18.027756377319946,1.0,1,0,5
24,138.8777877677656,86.02325267042627,1.0,1,0,6
25,137.16331658629463,35.0,1.0,1,0,6
26,128.23292063463978,70.178344238091,1.0,1,0,4
27,115.43433593167035,35.90264614203248,1.0,1,0,10
28,148.12679131102823,54.62600113499065,1.0,1,0,8
29,146.46107177433112,58.855755878248644,1.0,1,0,5
0,109.57701285673451,92.19544457292888,1.0,1,0,4
1,91.12749482468517,75.0,1.0,1,0,7
2,133.6566599760287,6.4031242374328485,1.0,1,0,7
3,114.99431672094661,64.03124237432849,1.0,1,0,9
4,104.94430187378059,39.05124837953327,1.0,1,0,11
5,108.58762003966172,71.7007670809734,1.0,2,0,8
6,133.34066476889384,22.360679774997898,1.0,1,0,11
7,104.70466870685526,60.0,1.0,1,0,7
8,149.75463788073176,41.23105625617661,1.0,1,0,6
9,103.89264470008868,42.941821107167776,1.0,1,0,11
10,94.566559641934,60.41522986797286,1.0,1,0,9
11,105.76253857732283,47.43416490252569,1.0,1,0,6
12,142.44614736826722,65.62011886609167,1.0,1,0,3
13,144.09941954354943,44.553338819890925,0.015625,4,3,10
14,135.69474060570357,15.811388300841896,1.0,1,0,7
15,102.51138052202938,55.226805085936306,1.0,1,0,8
16,106.13210267214602,30.4138126514911,1.0,1,0,8
17,111.0801474963352,18.027756377319946,1.0,1,0,12
18,108.06059281790724,20.615528128088304,1.0,1,0,6
19,124.04076730884893,10.0,1.0,1,0,5
20,130.15317908663297,95.524865872714,1.0,1,0,4
21,103.30783314114271,80.77747210701756,1.0,1,0,5
22,147.99018614904705,69.6419413859206,1.0,1,0,6
23,118.46205270659351,18.027756377319946,1.0,1,0,5
24,138.8777877677656,86.02325267042627,1.0,1,0,6
25,137.16331658629463,35.0,1.0,1,0,6
26,128.23292063463978,70.178344238091,1.0,1,0,4
27,115.43433593167035,35.90264614203248,1.0,1,0,10
28,148.12679131102823,54.62600113499065,1.0,1,0,8
29,146.46107177433112,58.855755878248644,1.0,1,0,5
0,109.57701285673451,92.19544457292888,1.0,1,0,4
1,91.12749482468517,75.0,1.0,1,0,7
2,133.6566599760287,6.4031242374328485,1.0,1,0,7
3,94.99431672094661,64.03124237432849,1.0,1,0,9
4,104.94430187378059,39.05124837953327,1.0,1,0,11
5,108.58762003966172,71.7007670809734,1.0,2,0,8
6,133.34066476889384,22.360679774997898,1.0,1,0,11
7,104.70466870685526,60.0,1.0,1,0,7
8,149.75463788073176,41.23105625617661,1.0,1,0,6
9,103.89264470008868,42.941821107167776,1.0,1,0,11
10,94.566559641934,60.41522986797286,1.0,1,0,9
11,105.76253857732283,47.43416490252569,1.0,1,0,6
12,142.44614736826722,65.62011886609167,1.0,1,0,3
13,144.09941954354943,44.553338819890925,0.0016,5,4,10
14,135.69474060570357,15.811388300841896,1.0,1,0,7
15,102.51138052202938,55.226805085936306,1.0,1,0,8
16,106.13210267214602,30.4138126514911,1.0,1,0,8
17,111.0801474963352,18.027756377319946,1.0,1,0,12
18,108.06059281790724,20.615528128088304,1.0,1,0,6
19,124.04076730884893,10.0,1.0,1,0,5
20,130.15317908663297,95.524865872714,1.0,1,0,4
21,103.30783314114271,80.77747210701756,1.0,1,0,5
22,147.99018614904705,69.6419413859206,1.0,1,0,6
23,118.46205270659351,18.027756377319946,1.0,1,0,5
24,138.8777877677656,86.02325267042627,1.0,1,0,6
25,137.16331658629463,35.0,1.0,1,0,6
26,128.23292063463978,70.178344238091,1.0,1,0,4
27,115.43433593167035,35.90264614203248,1.0,1,0,10
28,148.12679131102823,54.62600113499065,1.0,1,0,8
29,146.46107177433112,58.855755878248644,1.0,1,0,5
0,109.57701285673451,92.19544457292888,1.0,1,0,4
1,91.12749482468517,75.0,1.0,1,0,7
2,133.6566599760287,6.4031242374328485,1.0,1,0,7
3,94.99431672094661,64.03124237432849,1.0,1,0,9
4,94.94430187378059,39.05124837953327,1.0,1,0,11
5,108.58762003966172,71.7007670809734,1.0,2,0,8
6,133.34066476889384,22.360679774997898,1.0,1,0,11
7,104.70466870685526,60.0,1.0,1,0,7
8,149.75463788073176,41.23105625617661,1.0,1,0,6
9,103.89264470008868,42.941821107167776,1.0,1,0,11
10,94.566559641934,60.41522986797286,1.0,1,0,9
11,105.76253857732283,47.43416490252569,1.0,1,0,6
12,142.44614736826722,65.62011886609167,1.0,1,0,3
13,144.09941954354943,44.553338819890925,0.0016,5,4,10
14,125.69474060570357,15.811388300841896,1.0,1,0,7
15,102.51138052202938,55.226805085936306,1.0,1,0,8
16,106.13210267214602,30.4138126514911,1.0,1,0,8
17,111.0801474963352,18.027756377319946,1.0,1,0,12
18,108.06059281790724,20.615528128088304,1.0,1,0,6
19,124.04076730884893,10.0,1.0,1,0,5
20,130.15317908663297,95.524865872714,1.0,1,0,4
21,103.30783314114271,80.77747210701756,1.0,1,0,5
22,147.99018614904705,69.6419413859206,1.0,1,0,6
23,118.46205270659351,18.027756377319946,1.0,1,0,5
24,138.8777877677656,86.02325267042627,1.0,1,0,6
25,137.16331658629463,35.0,1.0,1,0,6
26,128.23292063463978,70.178344238091,1.0,1,0,4
27,115.43433593167035,35.90264614203248,1.0,1,0,10
28,148.12679131102823,54.62600113499065,1.0,1,0,8
29,146.46107177433112,58.855755878248644,1.0,1,0,5
0,99.57701285673451,92.19544457292888,1.0,1,0,4
1,91.12749482468517,75.0,1.0,1,0,7
2,133.6566599760287,6.4031242374328485,1.0,1,0,7
3,94.99431672094661,64.03124237432849,1.0,1,0,9
4,94.94430187378059,39.05124837953327,1.0,1,0,11
5,108.58762003966172,71.7007670809734,1.0,2,0,8
6,133.34066476889384,22.360679774997898,1.0,1,0,11
7,104.70466870685526,60.0,1.0,1,0,7
8,149.75463788073176,41.23105625617661,1.0,1,0,6
9,103.89264470008868,42.941821107167776,1.0,1,0,11
10,94.566559641934,60.41522986797286,1.0,1,0,9
11,105.76253857732283,47.43416490252569,1.0,1,0,6
12,142.44614736826722,65.62011886609167,1.0,1,0,3
13,144.09941954354943,44.553338819890925,0.0016,5,4,10
14,125.69474060570357,15.811388300841896,1.0,1,0,7
15,102.51138052202938,55.226805085936306,1.0,1,0,8
16,106.13210267214602,30.4138126514911,1.0,1,0,8
17,111.0801474963352,18.027756377319946,1.0,1,0,12
18,108.06059281790724,20.615528128088304,1.0,1,0,6
19,124.04076730884893,10.0,1.0,1,0,5
20,130.15317908663297,95.524865872714,1.0,1,0,4
21,103.30783314114271,80.77747210701756,1.0,1,0,5
22,147.99018614904705,69.6419413859206,1.0,1,0,6
23,118.46205270659351,18.027756377319946,1.0,1,0,5
24,138.8777877677656,86.02325267042627,1.0,1,0,6
25,137.16331658629463,35.0,1.0,1,0,6
26,128.23292063463978,70.178344238091,1.0,1,0,4
27,115.43433593167035,35.90264614203248,1.0,1,0,10
28,148.12679131102823,54.62600113499065,1.0,1,0,8
29,146.46107177433112,58.855755878248644,1.0,1,0,5
0,99.57701285673451,92.19544457292888,1.0,1,0,4
1,91.12749482468517,75.0,1.0,1,0,7
2,133.6566599760287,6.4031242374328485,1.0,1,0,7
3,94.99431672094661,64.03124237432849,1.0,1,0,9
4,94.94430187378059,39.05124837953327,1.0,1,0,11
5,88.58762003966172,71.7007670809734,1.0,3,0,8
6,133.34066476889384,22.360679774997898,1.0,1,0,11
7,104.70466870685526,60.0,1.0,1,0,7
8,149.75463788073176,41.23105625617661,1.0,1,0,6
9,103.89264470008868,42.941821107167776,1.0,1,0,11
10,94.566559641934,60.41522986797286,1.0,1,0,9
11,105.76253857732283,47.43416490252569,1.0,1,0,6
12,142.44614736826722,65.62011886609167,1.0,1,0,3
13,144.09941954354943,44.553338819890925,0.0001286008230452675,6,5,10
14,125.69474060570357,15.811388300841896,1.0,1,0,7
15,102.51138052202938,55.226805085936306,1.0,1,0,8
16,106.13210267214602,30.4138126514911,1.0,1,0,8
17,111.0801474963352,18.027756377319946,1.0,1,0,12
18,108.06059281790724,20.615528128088304,1.0,1,0,6
19,124.04076730884893,10.0,1.0,1,0,5
20,130.15317908663297,95.524865872714,1.0,1,0,4
21,103.30783314114271,80.77747210701756,1.0,1,0,5
22,147.99018614904705,69.6419413859206,1.0,1,0,6
23,118.46205270659351,18.027756377319946,1.0,1,0,5
24,138.8777877677656,86.02325267042627,1.0,1,0,6
25,137.16331658629463,35.0,1.0,1,0,6
26,128.23292063463978,70.178344238091,1.0,1,0,4
27,115.43433593167035,35.90264614203248,1.0,1,0,10
28,148.12679131102823,54.62600113499065,1.0,1,0,8
29,146.46107177433112,58.855755878248644,1.0,1,0,5
0,99.57701285673451,92.19544457292888,1.0,1,0,4
1,81.12749482468517,75.0,1.0,1,0,7
2,133.6566599760287,6.4031242374328485,1.0,1,0,7
3,94.99431672094661,64.03124237432849,1.0,1,0,9
4,94.94430187378059,39.05124837953327,1.0,1,0,11
5,88.58762003966172,71.7007670809734,1.0,3,0,8
6,133.34066476889384,22.360679774997898,1.0,1,0,11
7,104.70466870685526,60.0,1.0,1,0,7
8,149.75463788073176,41.23105625617661,1.0,1,0,6
9,103.89264470008868,42.941821107167776,1.0,1,0,11
10,94.566559641934,60.41522986797286,1.0,1,0,9
11,105.76253857732283,47.43416490252569,1.0,1,0,6
12,142.44614736826722,65.62011886609167,1.0,1,0,3
13,144.09941954354943,44.553338819890925,0.0001286008230452675,6,5,10
14,125.69474060570357,15.811388300841896,1.0,1,0,7
15,102.51138052202938,55.226805085936306,1.0,1,0,8
16,106.13210267214602,30.4138126514911,1.0,1,0,8
17,111.0801474963352,18.027756377319946,1.0,1,0,12
18,108.06059281790724,20.615528128088304,1.0,1,0,6
19,124.04076730884893,10.0,1.0,1,0,5
20,130.15317908663297,95.524865872714,1.0,1,0,4
21,103.30783314114271,80.77747210701756,1.0,1,0,5
22,147.99018614904705,69.6419413859206,1.0,1,0,6
23,118.46205270659351,18.027756377319946,1.0,1,0,5
24,138.8777877677656,86.02325267042627,1.0,1,0,6
25,137.16331658629463,35.0,1.0,1,0,6
26,128.23292063463978,70.178344238091,1.0,1,0,4
27,115.43433593167035,35.90264614203248,1.0,1,0,10
28,148.12679131102823,54.62600113499065,1.0,1,0,8
29,146.46107177433112,58.855755878248644,1.0,1,0,5
0,99.57701285673451,92.19544457292888,1.0,1,0,4
1,81.12749482468517,75.0,1.0,1,0,7
2,133.6566599760287,6.4031242374328485,1.0,1,0,7
3,94.99431672094661,64.03124237432849,1.0,1,0,9
4,94.94430187378059,39.05124837953327,1.0,1,0,11
5,88.58762003966172,71.7007670809734,1.0,3,0,8
6,133.34066476889384,22.360679774997898,1.0,1,0,11
7,104.70466870685526,60.0,1.0,1,0,7
8,149.75463788073176,41.23105625617661,1.0,1,0,6
9,103.89264470008868,42.941821107167776,1.0,1,0,11
10,74.566559641934,60.41522986797286,1.0,2,0,9
11,105.76253857732283,47.43416490252569,1.0,1,0,6
12,142.44614736826722,65.62011886609167,1.0,1,0,3
13,144.09941954354943,44.553338819890925,8.499859752314087e-06,7,6,10
14,125.69474060570357,15.811388300841896,1.0,1,0,7
15,102.51138052202938,55.226805085936306,1.0,1,0,8
16,106.13210267214602,30.4138126514911,1.0,1,0,8
17,111.0801474963352,18.027756377319946,1.0,1,0,12
18,108.06059281790724,20.615528128088304,1.0,1,0,6
19,124.04076730884893,10.0,1.0,1,0,5
20,130.15317908663297,95.524865872714,1.0,1,0,4
21,103.30783314114271,80.77747210701756,1.0,1,0,5
22,147.99018614904705,69.6419413859206,1.0,1,0,6
23,118.46205270659351,18.027756377319946,1.0,1,0,5
24,138.8777877677656,86.02325267042627,1.0,1,0,6
25,137.16331658629463,35.0,1.0,1,0,6
26,128.23292063463978,70.178344238091,1.0,1,0,4
27,115.43433593167035,35.90264614203248,1.0,1,0,10
28,148.12679131102823,54.62600113499065,1.0,1,0,8
29,146.46107177433112,58.855755878248644,1.0,1,0,5
0,99.57701285673451,92.19544457292888,1.0,1,0,4
1,81.12749482468517,75.0,1.0,1,0,7
2,133.6566599760287,6.4031242374328485,1.0,1,0,7
3,94.99431672094661,64.03124237432849,1.0,1,0,9
4,94.94430187378059,39.05124837953327,1.0,1,0,11
5,88.58762003966172,71.7007670809734,1.0,3,0,8
6,133.34066476889384,22.360679774997898,1.0,1,0,11
7,104.70466870685526,60.0,1.0,1,0,7
8,149.75463788073176,41.23105625617661,1.0,1,0,6
9,103.89264470008868,42.941821107167776,1.0,1,0,11
10,74.566559641934,60.41522986797286,1.0,2,0,9
11,95.76253857732283,47.43416490252569,1.0,1,0,6
12,142.44614736826722,65.62011886609167,1.0,1,0,3
13,144.09941954354943,44.553338819890925,8.499859752314087e-06,7,6,10
14,125.69474060570357,15.811388300841896,1.0,1,0,7
15,102.51138052202938,55.226805085936306,1.0,1,0,8
16,106.13210267214602,30.4138126514911,1.0,1,0,8
17,111.0801474963352,18.027756377319946,1.0,1,0,12
18,108.06059281790724,20.615528128088304,1.0,1,0,6
19,124.04076730884893,10.0,1.0,1,0,5
20,130.15317908663297,95.524865872714,1.0,1,0,4
21,103.30783314114271,80.77747210701756,1.0,1,0,5
22,147.99018614904705,69.6419413859206,1.0,1,0,6
23,118.46205270659351,18.027756377319946,1.0,1,0,5
24,138.8777877677656,86.02325267042627,1.0,1,0,6
25,137.16331658629463,35.0,1.0,1,0,6
26,128.23292063463978,70.178344238091,1.0,1,0,4
27,115.43433593167035,35.90264614203248,1.0,1,0,10
